Comunidades y ciudades autónomas;Ramas de actividad;Magnitud;Periodo;Total
Andalucía;Valor añadido bruto total;Valor;2021(P);148.380.246
Andalucía;Valor añadido bruto total;Valor;2020;135.759.506
Andalucía;Valor añadido bruto total;Valor;2019;149.582.930
Andalucía;Valor añadido bruto total;Valor;2018;145.321.424
Andalucía;Valor añadido bruto total;Valor;2017;140.868.475
Andalucía;Valor añadido bruto total;Valor;2016;134.665.409
Andalucía;Valor añadido bruto total;Tasas de variación interanuales;2022(A);10,6
Andalucía;Valor añadido bruto total;Tasas de variación interanuales;2021(P);9,3
Andalucía;Valor añadido bruto total;Tasas de variación interanuales;2020;-9,2
Andalucía;Valor añadido bruto total;Tasas de variación interanuales;2019;2,9
Andalucía;Valor añadido bruto total;Tasas de variación interanuales;2018;3,2
Andalucía;Valor añadido bruto total;Tasas de variación interanuales;2017;4,6
Andalucía;Valor añadido bruto total;Tasas de variación interanuales;2016;..
Andalucía;Valor añadido bruto total;Estructura porcentual;2022(A);91
Andalucía;Valor añadido bruto total;Estructura porcentual;2021(P);90,5
Andalucía;Valor añadido bruto total;Estructura porcentual;2020;91,2
Andalucía;Valor añadido bruto total;Estructura porcentual;2019;90,7
Andalucía;Valor añadido bruto total;Estructura porcentual;2018;90,5
Andalucía;Valor añadido bruto total;Estructura porcentual;2017;90,7
Andalucía;Valor añadido bruto total;Estructura porcentual;2016;90,7
Andalucía;Impuestos netos sobre los productos;Valor;2022(A);16.162.770
Andalucía;Impuestos netos sobre los productos;Valor;2021(P);15.623.189
Andalucía;Impuestos netos sobre los productos;Valor;2020;13.019.583
Andalucía;Impuestos netos sobre los productos;Valor;2019;15.346.559
Andalucía;Impuestos netos sobre los productos;Valor;2018;15.265.406
Andalucía;Impuestos netos sobre los productos;Valor;2017;14.528.847
Andalucía;Impuestos netos sobre los productos;Valor;2016;13.736.226
Andalucía;Impuestos netos sobre los productos;Tasas de variación interanuales;2022(A);3,5
Andalucía;Impuestos netos sobre los productos;Tasas de variación interanuales;2021(P);20
Andalucía;Impuestos netos sobre los productos;Tasas de variación interanuales;2020;-15,2
Andalucía;Impuestos netos sobre los productos;Tasas de variación interanuales;2019;0,5
Andalucía;Impuestos netos sobre los productos;Tasas de variación interanuales;2018;5,1
Andalucía;Impuestos netos sobre los productos;Tasas de variación interanuales;2017;5,8
Andalucía;Impuestos netos sobre los productos;Tasas de variación interanuales;2016;..
Andalucía;Impuestos netos sobre los productos;Estructura porcentual;2022(A);9
Andalucía;Impuestos netos sobre los productos;Estructura porcentual;2021(P);9,5
Andalucía;Impuestos netos sobre los productos;Estructura porcentual;2020;8,8
Andalucía;Impuestos netos sobre los productos;Estructura porcentual;2019;9,3
Andalucía;Impuestos netos sobre los productos;Estructura porcentual;2018;9,5
Andalucía;Impuestos netos sobre los productos;Estructura porcentual;2017;9,3
Andalucía;Impuestos netos sobre los productos;Estructura porcentual;2016;9,3
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2022(A);180.224.284
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);164.003.435
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;148.779.089
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;164.929.489
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2018;160.586.830
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2017;155.397.322
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2016;148.401.635
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2022(A);9,9
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);10,2
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-9,8
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;2,7
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2018;3,3
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2017;4,7
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2016;..
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2022(A);100
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Andalucía;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2022(A);41.762.830
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);38.159.471
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;35.521.579
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;38.049.621
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2018;36.867.512
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2017;35.640.507
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2016;34.210.384
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2022(A);9,4
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);7,4
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-6,6
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;3,2
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2018;3,4
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2017;4,2
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2016;..
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2022(A);100
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Aragón;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Valor;2022(A);2.106.876
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Valor;2021(P);2.251.673
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Valor;2020;2.299.319
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Valor;2019;2.132.072
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Valor;2018;1.965.644
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Valor;2017;2.152.059
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Valor;2016;2.113.042
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2022(A);-6,4
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2021(P);-2,1
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2020;7,8
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2019;8,5
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2018;-8,7
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2017;1,8
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2016;..
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2022(A);5
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2021(P);5,9
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2020;6,5
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2019;5,6
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2018;5,3
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2017;6
Aragón;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2016;6,2
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2022(A);8.962.417
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2021(P);7.652.556
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2020;6.951.050
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2019;7.429.647
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2018;7.203.284
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2017;6.822.340
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2016;6.442.750
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2022(A);17,1
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2021(P);10,1
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2020;-6,4
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2019;3,1
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2018;5,6
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2017;5,9
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2016;..
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2022(A);21,5
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2021(P);20,1
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2020;19,6
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2019;19,5
Aragón;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2018;19,5
