Agregados macroeconómicos;Total CNAE;CNAE Agrupación A10;CNAE Agrupación A21;CNAE Agrupación A64;Periodo;Total
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2010;-28
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2009;-17
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2008;18
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2007;68
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2006;93
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2005;71
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2004;41
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2003;35
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2002;39
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2001;57
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;2000;38
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;1999;25
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;1998;53
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;1997;86
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;1996;78
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;;;1995;77
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2024;57
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2023;127
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2022;117
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2021;-35
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2020;-353
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2019;101
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2018;117
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2017;86
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2016;49
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2015;178
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2014;164
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2013;100
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2012;100
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2011;62
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2010;39
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2009;52
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2008;92
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2007;88
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2006;107
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2005;95
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2004;66
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2003;69
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2002;60
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2001;60
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;2000;50
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;1999;30
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;1998;44
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;1997;71
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;1996;62
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;;1995;62
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2024;..
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2023;23
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2022;17
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2021;-76
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2020;-371
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2019;12
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2018;24
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2017;1
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2016;-25
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2015;93
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2014;81
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2013;39
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2012;46
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2011;35
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2010;25
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2009;29
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2008;60
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2007;70
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2006;83
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2005;77
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2004;54
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2003;49
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2002;42
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2001;44
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;2000;39
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;1999;25
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;1998;33
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;1997;53
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;1996;46
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;90-92 Actividades de creación, artísticas y de espectáculos, actividades  de bibliotecas, archivos, museos y otras actividades culturales, juegos de azar y apuestas;1995;45
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2024;..
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2023;104
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2022;100
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2021;41
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2020;18
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2019;89
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2018;93
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2017;85
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2016;74
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2015;85
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2014;83
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2013;61
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2012;54
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2011;27
